eta_1,eta_2,gam_1,gam_2,c_i,c_o,eps_lam,c_lam,del_0,stp,mdl_typ,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
0.11,0.68,0.84,1.35,4,1,0.66,2,0.48,1,3,0.061753,0.029326,0.051905,0.03071,0.028097,0.063118,0.0173,0.055016,0.038733,0.076239,0.13048,0.10149,0.10149,0.10149,0.10149,0.10149,0.10149,0.13031,0.10149,0.16389,1,1,1,1,1,1,1,1,1,1
0.11,0.68,0.84,1.35,4,1,0.66,2,0.48,1,4,0.02531,0.023244,0.071621,0.0188,0.053555,0.092232,0.058596,0.031285,0.016215,0.053317,0.066334,0.05318,0.068198,0.052348,0.039527,1,0.11925,0.08658,0.067366,0.31136,1,1,1,1,1,0,1,1,1,1
0.11,0.68,0.84,1.35,4,1,0.66,2,0.48,1,5,0.025162,0.023123,0.071559,0.018672,0.053499,0.09218,0.055697,0.03109,0.037476,0.090587,0.065717,0.052685,0.067564,0.051861,0.039159,1,0.11814,0.085775,0.066739,0.37902,1,1,1,1,1,0,1,1,1,1
0.11,0.68,0.84,1.35,4,1,0.66,2,0.48,1,6,0.025251,0.042052,0.071596,0.023209,0.053533,0.092211,0.062573,0.02634,0.050762,0.072755,0.066089,0.052984,0.067947,0.052155,0.039382,1,0.11881,0.086261,0.067118,0.28914,1,1,1,1,1,0,1,1,1,1
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,0,1,0.37997,0.3535,0.37796,0.33038,0.34373,0.32267,0.32869,0.3339,0.32199,0.36494,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,0,2,0.37288,0.36177,0.38876,0.33689,0.3471,0.32704,0.33977,0.36307,0.33422,0.36961,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,0,3,0.36919,0.35423,0.37769,0.33422,0.34445,0.32505,0.33345,0.35959,0.32427,0.36519,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,0,4,0.37997,0.35106,0.37807,0.33038,0.34387,0.32267,0.3279,0.33675,0.32192,0.36494,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,0,5,0.37997,0.35106,0.37807,0.33038,0.34387,0.32267,0.3279,0.33665,0.32192,0.36494,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,0,6,0.3777,0.35238,0.37519,0.33075,0.34407,0.32304,0.32809,0.3551,0.32235,0.3619,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,1,1,0.37997,0.35283,0.38203,0.33038,0.34674,0.32264,0.32916,0.34803,0.32214,0.33872,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,1,2,0.37286,0.3624,0.39206,0.33689,0.34948,0.327,0.34103,0.363,0.33451,0.36958,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,1,3,0.36919,0.3551,0.38131,0.33422,0.3471,0.32502,0.33595,0.35956,0.32428,0.36519,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,1,4,0.37996,0.35282,0.38199,0.33038,0.3467,0.32264,0.32916,0.34801,0.32212,0.33697,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,1,5,0.37996,0.35282,0.38199,0.33038,0.3467,0.32264,0.32916,0.34801,0.32212,0.33697,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.38,0.2,1.54,3,1,0.01,0.38,0.54,1,6,0.37769,0.35312,0.37884,0.33075,0.34683,0.32302,0.32916,0.35504,0.32248,0.36187,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,0,1,0.30954,0.30298,0.15464,0.26351,0.19012,0.29379,0.26082,0.24109,0.26163,0.31514,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,0,2,0.288,0.28326,0.27048,0.25781,0.26958,0.28156,0.25833,0.29584,0.25452,0.27186,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,0,3,0.33718,0.30534,0.3147,0.27795,0.28003,0.30099,0.28744,0.3282,0.26168,0.31767,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,0,4,0.30955,0.30298,0.15446,0.26349,0.19012,0.29379,0.26081,0.24112,0.26163,0.31516,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,0,5,0.30305,0.30377,0.29537,0.27075,0.19012,0.29379,0.26801,0.24018,0.25536,0.31119,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,0,6,0.30305,0.30377,0.29501,0.27075,0.19012,0.29379,0.26801,0.24018,0.25536,0.31119,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,1,1,0.32177,0.29999,0.31369,0.26586,0.084158,0.26028,0.2707,0.27277,0.24967,0.30706,1,1,1,1,0.20798,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,1,2,0.32895,0.28239,0.27231,0.2578,0.26957,0.25327,0.2707,0.25683,0.25451,0.27185,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,1,3,0.2906,0.31105,0.31956,0.27881,0.28701,0.27044,0.2891,0.31155,0.26218,0.32231,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,1,4,0.32166,0.29992,0.3136,0.2658,0.084131,0.26026,0.27063,0.27268,0.2496,0.30698,1,1,1,1,0.2061,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,1,5,0.32219,0.30378,0.31701,0.27048,0.088903,0.26146,0.27509,0.27417,0.25488,0.31033,1,1,1,1,0.99425,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.15,0.66,0.26,1.69,1,2,0.29,0.76,0.76,1,6,0.32219,0.30378,0.31701,0.27048,0.088903,0.26146,0.27509,0.27417,0.25488,0.31033,1,1,1,1,0.99425,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,0,1,0.1404,0.21859,0.08394,0.2307,0.17827,0.31711,0.21562,0.29424,0.16125,0.19688,1,1,0.072391,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,0,2,0.23737,0.32929,0.18077,0.1967,0.3542,0.33326,0.31432,0.34462,0.28775,0.37547,1,1,1,0.64841,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,0,3,0.34801,0.34388,0.3949,0.29827,0.30714,0.30598,0.23404,0.33301,0.31072,0.32962,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,0,4,0.1404,0.21859,0.08394,0.2307,0.17827,0.31711,0.21562,0.29424,0.16125,0.19688,1,1,0.072391,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,0,5,0.13336,0.26817,0.083883,0.26335,0.17816,0.31664,0.20958,0.29375,0.16091,0.19679,1,1,0.072026,0.97721,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,0,6,0.13333,0.34153,0.37492,0.20094,0.34368,0.32966,0.32309,0.33891,0.17253,0.18407,1,1,1,1,1,1,1,1,0.60794,1,0,0,0,0,0,0,0,0,1,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,1,1,0.38907,0.31582,0.1464,0.30433,0.2788,0.28546,0.32752,0.28415,0.32945,0.33858,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,1,2,0.36173,0.35542,0.37874,0.31806,0.33925,0.31691,0.33071,0.36517,0.31613,0.35314,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,1,3,0.37337,0.33491,0.38682,0.31501,0.32562,0.29288,0.33093,0.35983,0.31729,0.37584,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,1,4,0.38907,0.31582,0.1464,0.30433,0.2788,0.28546,0.32752,0.28415,0.32945,0.33858,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,1,5,0.389,0.31571,0.14618,0.30425,0.27867,0.28526,0.32751,0.2835,0.32941,0.33839,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.15,0.35,0.68,1.97,1,0,0.38,0.32,0.34,1,6,0.3753,0.34325,0.38453,0.31678,0.30573,0.31278,0.32478,0.36587,0.31202,0.35512,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,0,1,0.12518,0.37952,0.38832,0.27899,0.24138,0.36409,0.29275,0.29817,0.21405,0.28048,0.68012,1,1,1,0.64282,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,0,2,0.40297,0.38662,0.39245,0.37226,0.37712,0.3672,0.37075,0.38807,0.37081,0.38491,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,0,3,0.38991,0.38314,0.37743,0.36633,0.37395,0.36436,0.36267,0.38568,0.3298,0.38256,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,0,4,0.39897,0.37418,0.37501,0.3688,0.2881,0.36411,0.36516,0.38574,0.3677,0.38176,1,1,1,1,0.78364,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,0,5,0.40665,0.38541,0.39215,0.36967,0.3721,0.36492,0.36763,0.38626,0.3682,0.38197,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,0,6,0.39374,0.38487,0.39174,0.37033,0.37269,0.36592,0.36911,0.38639,0.3688,0.35093,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,1,1,0.39343,0.38102,0.29007,0.36877,0.36931,0.2987,0.37124,0.37507,0.17545,0.3769,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,1,2,0.39594,0.38613,0.40481,0.37239,0.37762,0.36706,0.3739,0.39022,0.37097,0.38219,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,1,3,0.38747,0.382,0.40229,0.36819,0.37145,0.36376,0.37171,0.38895,0.36785,0.37825,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,1,4,0.39584,0.38293,0.40163,0.36875,0.37092,0.36355,0.37065,0.3895,0.36727,0.37887,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,1,5,0.39521,0.38374,0.40251,0.36986,0.37269,0.36464,0.37096,0.38653,0.36809,0.38005,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.7,0.59,1.94,3,4,1.41,0.82,0.2,1,6,0.38006,0.38457,0.40352,0.37063,0.36902,0.36534,0.37214,0.38763,0.36932,0.38278,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,0,1,0.33515,0.40134,0.41564,0.38743,0.40816,0.38351,0.39126,0.40015,0.3862,0.31057,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,0,2,0.40559,0.40225,0.41594,0.38797,0.39864,0.3833,0.39149,0.40451,0.38746,0.40368,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,0,3,0.40739,0.40084,0.41482,0.38713,0.39521,0.38281,0.38905,0.39825,0.38561,0.40385,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,0,4,0.33514,0.40134,0.41564,0.38744,0.40816,0.38351,0.39127,0.40015,0.38621,0.31034,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,0,5,0.40209,0.40151,0.41579,0.38763,0.40177,0.38371,0.39145,0.40031,0.38641,0.40478,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,0,6,0.40209,0.40151,0.41579,0.38763,0.40177,0.38371,0.39145,0.40031,0.38641,0.40478,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,1,1,0.34004,0.40134,0.42609,0.38743,0.40816,0.38348,0.39127,0.40013,0.38621,0.37284,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,1,2,0.4078,0.40225,0.4188,0.38797,0.39865,0.38328,0.3915,0.40061,0.38746,0.40367,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,1,3,0.40738,0.40084,0.42096,0.38713,0.39522,0.38279,0.38905,0.39823,0.38562,0.40384,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,1,4,0.34003,0.40134,0.42609,0.38744,0.40816,0.38348,0.39127,0.40013,0.38621,0.37282,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,1,5,0.40208,0.4015,0.42117,0.38763,0.40178,0.38369,0.39146,0.4003,0.38642,0.40478,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.12,0.31,0.18,1.57,2,1,2.91,1.56,0.32,1,6,0.40208,0.4015,0.42117,0.38763,0.40178,0.38369,0.39146,0.4003,0.38642,0.40478,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,0,1,0.34453,0.41346,0.42368,0.41973,0.4041,0.42022,0.41914,0.42056,0.42223,0.28386,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,0,2,0.42461,0.41384,0.4247,0.41364,0.40668,0.40763,0.42197,0.41757,0.41236,0.42222,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,0,3,0.42183,0.41298,0.42414,0.41399,0.40544,0.41002,0.42906,0.41606,0.41159,0.42124,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,0,4,0.3445,0.41255,0.42348,0.41973,0.40512,0.42022,0.41914,0.42056,0.42223,0.28385,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,0,5,0.43048,0.41279,0.42369,0.41174,0.40516,0.40669,0.42107,0.4147,0.41133,0.42061,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,0,6,0.43048,0.41279,0.42369,0.41174,0.40516,0.40669,0.42107,0.4147,0.41133,0.42061,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,1,1,0.39931,0.41255,0.42348,0.26893,0.40396,0.41749,0.42479,0.42053,0.41917,0.41832,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,1,2,0.41681,0.41384,0.4247,0.41278,0.40891,0.40452,0.41123,0.4171,0.40951,0.40576,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,1,3,0.41959,0.41302,0.4241,0.41399,0.40332,0.40967,0.41094,0.41595,0.40858,0.40972,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,1,4,0.3993,0.41255,0.42348,0.26884,0.40396,0.4175,0.42479,0.42053,0.41917,0.41832,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,1,5,0.40644,0.41279,0.42369,0.4117,0.40424,0.40545,0.42101,0.41636,0.40844,0.39452,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.17,0.62,0.34,1.88,1,2,2.81,1.44,0.23,1,6,0.40644,0.41279,0.42369,0.4117,0.40424,0.40545,0.42101,0.41636,0.40844,0.39452,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,0,1,0.17596,0.20753,0.098962,0.063573,0.1883,0.18011,0.090192,0.2844,0.1645,0.24032,1,1,1,0.086267,1,1,0.1878,1,1,1,0,0,0,1,0,0,1,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,0,2,0.2124,0.081679,0.056154,0.13302,0.21249,0.14093,0.2265,0.24637,0.098626,0.19095,1,0.23919,0.20131,1,1,1,1,1,0.30646,1,0,1,1,0,0,0,0,0,1,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,0,3,0.19175,0.27718,0.13112,0.10697,0.06631,0.15216,0.11103,0.24246,0.057254,0.171,1,1,1,1,0.04606,1,1,1,0.099381,1,0,0,0,0,1,0,0,0,1,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,0,4,0.17596,0.20753,0.098962,0.063573,0.1883,0.18011,0.090192,0.2844,0.1645,0.24032,1,1,1,0.086267,1,1,0.1878,1,1,1,0,0,0,1,0,0,1,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,0,5,0.17236,0.20872,0.093664,0.063981,0.1883,0.18008,0.090134,0.2844,0.1645,0.24032,1,1,1,0.085923,1,1,0.18705,1,1,1,0,0,0,1,0,0,1,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,0,6,0.17063,0.20473,0.096214,0.052614,0.1883,0.17348,0.16077,0.2844,0.1645,0.24031,1,1,1,0.085826,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,1,1,0.28349,0.03809,0.16848,0.18854,0.20472,0.22255,0.13434,0.28053,0.12015,0.18571,1,0.062413,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,1,2,0.21665,0.11199,0.082877,0.13804,0.21802,0.14334,0.24103,0.25397,0.10641,0.19788,1,0.52182,0.27646,1,1,1,1,1,0.49962,1,0,1,1,0,0,0,0,0,1,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,1,3,0.19552,0.27718,0.12409,0.11211,0.10261,0.15451,0.14858,0.24738,0.15081,0.20622,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,1,4,0.28349,0.03809,0.16848,0.18854,0.20472,0.22255,0.13434,0.28053,0.12015,0.18571,1,0.062413,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,1,5,0.28336,0.038005,0.16906,0.18842,0.20471,0.22247,0.13417,0.28053,0.12012,0.18556,1,0.061851,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0.13,0.33,0.76,1.91,2,0,1.97,1.5,0.65,1,6,0.28028,0.028694,0.16269,0.18208,0.20471,0.21285,0.13404,0.28053,0.12012,0.18084,1,0.061851,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,0,1,0.18637,0.20692,0.19554,0.13713,0.031109,0.12162,0.12555,0.20685,0.12128,0.17487,1,1,1,1,0.23029,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,0,2,0.22567,0.20603,0.16221,0.16175,0.14993,0.16528,0.19378,0.20915,0.15471,0.18698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,0,3,0.24309,0.21813,0.19119,0.17937,0.18381,0.17714,0.23646,0.24572,0.15868,0.23781,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,0,4,0.18953,0.20421,0.19666,0.16191,0.12135,0.13308,0.14712,0.23736,0.15364,0.20952,1,1,1,1,0.54508,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,0,5,0.18872,0.21473,0.19744,0.16573,0.1415,0.13287,0.16008,0.23831,0.15307,0.21498,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,0,6,0.19077,0.21579,0.19834,0.16159,0.14556,0.13425,0.16927,0.25147,0.14774,0.2148,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,1,1,0.18302,0.22043,0.20156,0.17442,0.16209,0.13281,0.17248,0.24067,0.15012,0.23468,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,1,2,0.23276,0.20579,0.16493,0.17027,0.17055,0.16849,0.19469,0.2085,0.15472,0.19549,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,1,3,0.24248,0.21651,0.19179,0.17788,0.18975,0.1779,0.23705,0.24426,0.15924,0.23661,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,1,4,0.18421,0.22271,0.19933,0.17607,0.16839,0.13421,0.17375,0.24258,0.15071,0.23603,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,1,5,0.18943,0.22273,0.20011,0.17648,0.17037,0.1352,0.17296,0.24066,0.15115,0.23161,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.16,0.64,0.54,2,3,4,1.69,1.32,0.73,1,6,0.071534,0.22074,0.20039,0.17329,0.16928,0.11501,0.17269,0.23594,0.15072,0.24786,0.12974,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
